season,episode,clip,text,label,video_description
S06,E04,434,your manager is listening.,Inform,"A woman in a blue polo shirt and navy blazer stands, speaking with conviction. She raises both hands, palms open, gesturing emphatically as she talks. Her expression is serious and focused, conveying a sense of urgency or importance to her message."
S05,E14,156,get me a drink!,Ask for help,"A woman in a colorful dress stands with her mouth open, gesturing with her right hand as if in mid-argument. A man in a suit walks past her, smiling and looking back over his shoulder. Their interaction appears dynamic and possibly confrontational."
S04,E17,159,we're gonna take a break and clear the floor,Inform,"A man in a black jacket speaks into a microphone, gesturing with his free hand. He appears to be addressing an audience. A woman in a blue dress stands beside him, listening with her arms crossed."
S05,E15,527,i'm picking you up at 5:00 a.m. tomorrow,Inform,"A man in a light blue shirt stands and speaks animatedly to a seated clerk. He gestures with his right hand, his mouth open mid-sentence. The clerk, wearing a blue vest, listens with his back partially to the camera."
S05,E16,244,"oh, i would do anything for some crack right now.",Complain,"The man in the blue vest, seated on the left, speaks with a weary expression. He is flanked by a young woman and an older man, both listening. The woman in the center stands with arms crossed, looking skeptical. The man on the far right, also with arms crossed, listens with a neutral expression."
S06,E04,251,"attention cloud 9 employees, this is your manager.",Inform,"A woman in a blue blazer, identified as Glenn Sturgis, sits at her desk. She holds a phone to her ear with her right hand, speaking with a serious and focused expression. Her left hand rests on the desk near a pen and notepad."
S05,E16,446,something crazy is happening.,Inform,"A woman in a blue polo shirt stands behind a counter, speaking to a man in a blue vest. Her expression is serious and concerned as she gestures with her hands. The man listens intently, his posture leaning forward, indicating he is focused on her urgent message."
S04,E13,222,marcus's tattoo. it's way harder than i thought.,Complain,"A woman in a blue vest and pink gloves speaks to a male colleague. She begins with a bright smile, then her expression shifts to one of concern and seriousness as she talks."
S05,E08,282,thank you for your donation.,Thank,"A man in a striped sweater speaks to a woman in a pink sweater. He holds a small object, gesturing with it as he talks. The woman listens intently, her expression neutral. A woman in a blue blazer stands beside them, observing the interaction."
S05,E21,93,"cheyenne, you're young and hot.",Praise,"A man in a blue vest, identified by his name tag as ""Mateo,"" speaks animatedly to a woman. He gestures with his right hand while his facial expression is engaged and expressive. The woman, with her back mostly to the camera, listens attentively."
S04,E12,104,i don't know why you guys lock up the razor blades.,Complain,"A man in a brown sweater stands in a pharmacy, holding a jacket and talking on a wall-mounted phone. He appears to be complaining or questioning something, as indicated by his slightly furrowed brow and the tone of his voice."
S04,E02,117,i hate the--the stupid games and the--the dumb decorations,Complain,"A woman in a blue vest, identified by her name tag as 'EITA', speaks with a frustrated and annoyed expression. She gestures with her right hand, pointing her index finger as she talks to a man in a similar vest who is facing away from the camera."
S05,E08,341,"can i have my gift card, please?",Ask for help,"A man in a vest holds a jar and a gift card, gesturing with his free hand as he speaks to a woman in a blue jacket. His expression is earnest and pleading. The woman listens with her back mostly to the camera."
S06,E10,176,"uh, no, glenn would never do anything like.",Oppose,"A man in a blue vest gestures with his right hand while speaking. He appears to be explaining something to a man in a suit who listens attentively, looking at him and taking notes. A woman sits at the table, partially visible."
S06,E04,1,"okay, glenn texted that he's  rubbing a little latte",Inform,"A woman in a blue polo shirt stands behind a promotional sign, holding a clipboard and phone. She speaks animatedly, looking slightly off-camera as if addressing someone. Her expression is engaged and cheerful, suggesting she is enthusiastically explaining the ""Into! Win! Fun!"" promotion."
S04,E12,168,let's just help ourselves to whatever we need:,Inform,"The man, wearing a jacket with a ""Cloudy"" logo, is the main speaker. He gestures with his right hand while speaking, his expression animated. The woman beside him, also in a ""Cloudy"" shirt, listens with a neutral, attentive expression, holding a clipboard."
S05,E17,386,how's the interview going?,Care,"A woman in a green shirt, identified as Dina, leans forward on a counter, asking another woman, Kimball, about her interview. Kimball, wearing a matching green shirt under a black blazer, turns to her with a concerned and slightly anxious expression, suggesting a tense or worried conversation."
S05,E07,442,"okay, i can't do this anymore.",Complain,"The woman in the blue blazer, holding a menu, has a frustrated and exasperated expression. She looks at the other woman, who is also holding a menu and speaking. The woman in blue's furrowed brow and tense expression suggest she is at the end of her patience with the situation."
S05,E06,101,"no, no, no, no, no, no, no! whoa!",Prevent,"A man in a wheelchair, wearing a brown leather jacket and fedora, gestures with both hands open, palms up, as if explaining something. He is speaking to a chef in a white uniform who is walking away from him."
S05,E13,117,he's eugene! he's the best!,Praise,"A man in a light blue lab coat, with an open-mouthed, excited expression, gestures expansively with both hands. He is speaking animatedly to a woman in a black blazer, who smiles back at him. The dynamic is enthusiastic and friendly, with the man's expressive gestures emphasizing his words."
S05,E17,414,"okay, don't be mad",Comfort,"A man in a black coat and green shirt stands with his hands clasped, speaking to someone off-screen. He appears to be explaining something, his expression earnest. In the background, two women in matching green shirts are engaged in a separate conversation, seemingly unaware of his presence."
S05,E02,21,the old lady who spits at her on the bus?,Joke,"A woman in a blue polo shirt holds a coffee cup and speaks, her expression shifting from neutral to surprised as she looks up. She stands with her left hand on her hip. Another woman in a patterned blouse listens, her expression neutral."
S05,E07,200,laptops are for customers.,Inform,"A woman in a pink blazer stands, holding a blue clipboard and speaking. She gestures with her right hand, her expression animated and engaged as she addresses the seated group."
S05,E18,106,i just meant he looked like a really good dad.,Praise,"The woman on the right, Sandra, is smiling and speaking animatedly while gesturing with her right hand. The woman on the left, Guine, listens with a slight smile, nodding subtly. Their interaction is friendly and positive, with Sandra appearing to be enthusiastically explaining something to Guine."
S05,E13,319,"oh, please. sandra, take it down.",Arrange,"A woman in a blue polo shirt, Dina, stands with her hands on her hips, looking annoyed and exasperated. She speaks to another woman in a similar shirt, who is holding a tablet and listening. A man in a light blue shirt stands to the side, observing the interaction."
S05,E14,427,"all right, i'll be back in a few.",Leave,"Two men in suits are in a dimly lit room. The man on the left, wearing a purple suit, sits and listens with a neutral expression. The man on the right, in a dark suit, sits facing him, then stands up and walks away, ending the conversation."
S04,E04,129,"man, cheyenne really stepped it up.",Praise,"The woman in the green suit, with a stern expression, speaks to the woman in the police costume. The woman in the Mario costume listens with a neutral expression. The interaction is a direct conversation between the two women, with the woman in green appearing to be the instigator."
S04,E09,16,"i'm sorry, are you okay?",Care,"Nola, a young woman in a blue vest, stands with her hands clasped, looking concerned. She asks Glenn, an older man at his desk, if he is okay. Glenn, wearing a cloud-patterned tie, looks up from his work with a slight, reassuring smile."
S04,E14,77,it's really nice.,Praise,"A woman with pigtails smiles warmly at a seated man. Her expression is friendly and engaging as she stands beside him. The man, looking up, appears to be listening intently. Their interaction suggests a positive, collaborative dynamic in a workplace setting."
S04,E01,344,"attention, employees- make your way to the break room",Inform,"A man in a light blue shirt and a cloud-patterned tie stands with a serious expression, looking from a woman in a blue vest to another employee. The woman in the vest listens intently, her expression shifting from neutral to slightly concerned as she holds a clipboard."
S05,E10,278,"okay, i can see that. sorry to waste your time.",Apologise,"A male employee in a blue vest holds a wooden object, smiling and speaking to a female customer. The customer, seen from behind, listens with her back to the camera. The employee's friendly expression and gestures suggest he is explaining the item's features."
S05,E07,322,"okay, back to work.",Arrange,"The older man in the blue vest gestures dismissively with his right hand, signaling a return to work. His expression is neutral and authoritative. The younger man, also in a vest, stands with his hands clasped, listening attentively. The woman beside him stands with her hands clasped, also listening."
S04,E06,219,"i'll, uh, just get out of here",Leave,"The woman, standing with a backpack, listens with a neutral expression. The seated man, in a light blue shirt, stands up and gestures with his right hand as he speaks, indicating he is explaining something and then preparing to leave the office."
S04,E13,33,cute teddy bears are 15% off.,Inform,"A bald man with a beard, wearing a blue vest, sits at a desk. He looks down at a clipboard, then looks up and speaks with a smile. He gestures with his right hand while holding the clipboard in his left."
S05,E21,268,"so, tony, sandra is from hawaii.",Introduce,"A man in a light blue shirt and patterned tie sits at a round table, smiling and gesturing with his right hand as he speaks. He appears to be telling a story or making a point to a young man in a tan jacket and a woman in a blue shirt who are listening."
S05,E10,175,"cheyenne, let's go.",Leave,"A woman in a blue polo shirt, identified as ""Gina,"" stands with her hands on her hips, looking concerned. She speaks to a younger woman in a blue vest, who listens with a neutral expression. The interaction appears to be a work-related discussion, possibly involving a task or issue."
S05,E17,210,"hey, folks.",Greet,"A man in a green sweater holds a clipboard, listening to a woman in a pink blazer. She gestures with her right hand while speaking, holding a blue folder. The man's expression is attentive, while the woman appears to be explaining something in a friendly, conversational manner."
S05,E15,297,i'm feeling a lot of mental distress.,Complain,"A man in a wheelchair, wearing a blue vest, sits with his hands clasped, looking up and speaking. His expression is serious and concerned. A man in a light blue shirt stands before him, facing away from the camera, holding a clipboard. The interaction appears to be a formal conversation, possibly a performance review or a difficult discussion."
S04,E01,29,thanks for the company.,Thank,"A pregnant waitress in a teal uniform stands behind a diner counter. A man in a brown jacket and cap stands before her. He gestures with his right hand towards his chest, then reaches into his jacket pocket. His body language suggests he is speaking to her, possibly explaining something or making a point."
S05,E19,235,"i just needed some help with, uh, paperwork, you know",Ask for help,"The main speaker, Amy Sosa, sits behind a desk and speaks with a concerned expression. She holds a pen and gestures with her other hand, indicating she is explaining something important. Her body language suggests she is actively engaged in a serious conversation with the other woman."
S05,E15,146,please have a seat.,Arrange,"A woman in a blue shirt gestures with her right hand, palm up, as she speaks. She stands with her body angled towards a man in a dark jacket who is walking towards her. Her expression is welcoming and professional."
S05,E16,334,i really think you're blowing this out of proportion.,Criticize,"The woman in the blue blazer, with a name tag reading ""Erin,"" speaks with a concerned expression, her mouth slightly open. She stands facing the other woman, who listens intently. The listener, wearing a ""Cloud 9"" polo shirt, maintains a serious, focused gaze, indicating a serious conversation between the two colleagues."
S05,E11,491,but making men feel better is not my job!,Complain,"A woman in a black blazer stands with a stern, unimpressed expression, holding a clipboard. She is speaking to a man in a blue vest, whose back is to the camera. Her posture is firm and her expression is resolute, suggesting she is delivering a firm, non-negotiable statement."
S05,E13,103,and he's floor supervisor now,Introduce,"The woman on the right, a supervisor, speaks with a concerned expression. Her hands are open and slightly raised, palms up, in a questioning or explanatory gesture. She maintains eye contact with the other woman, who is turned away, listening."
S04,E01,90,"okay. so, sara, i need you to keep cycling out the bins.",Arrange,"A pregnant woman in a blue vest stands before a line of employees, holding a clipboard and speaking. She gestures with her pen as she gives instructions. The employees stand attentively, listening to her."
S04,E14,299,i hate them!,Complain,"A young woman in a store uniform, with pigtails and a name tag, speaks with a frustrated expression. She is looking down at a laptop. An older woman sits beside her, listening with a neutral expression."
S05,E07,105,"thanks, i like 'em too.",Thank,"A woman in a blue shirt holds a small, clear object, smiling as she speaks. She looks pleased and engaged. A man in a blue vest stands beside her, listening with a neutral expression. Their interaction is calm and positive, suggesting a friendly conversation."
S05,E15,73,i need you to act casual.,Arrange,"A man in a 'Cloud9' vest sits at a counter, listening intently with a neutral expression. A woman in a blue shirt leans over the counter towards him. Their interaction appears to be a focused, one-on-one conversation, likely a customer service or sales interaction."
S05,E09,398,'cause i'd like to apologize and offer you all,Apologise,"The main speaker, a man in a vest, holds a tray of drinks and speaks with a serious, apologetic expression. He looks slightly upward and to his right. In the background, three other employees stand with neutral expressions, observing him."
S05,E21,273,"hey, sorry to interrupt your surprise adoption.",Apologise,"A man in a wheelchair, wearing a blue vest, speaks with a surprised and slightly amused expression. He looks towards the right, engaging with someone off-screen. His body language is relaxed, suggesting a casual, friendly interaction."
S06,E05,422,"oh, hey, guys. sorry.",Apologise,"The central man, wearing a blue vest, speaks animatedly with open palms, gesturing towards the other two men. His expression is earnest and engaged. The man on the left listens with a smile, while the bald man on the right holds a cloth and listens intently."
S05,E17,263,i'm not dumb!,Oppose,"The seated man, Garrett, speaks animatedly, smiling and gesturing with a pen. His expression shifts from a broad smile to a more thoughtful look as he talks. The person in the brown jacket listens, their back to the camera, creating a dynamic of Garrett enthusiastically explaining something to them."
S05,E11,338,yes! thank you so much.,Thank,"A man in a blue vest, identified as Jonah, expresses enthusiastic gratitude to a woman in a black blazer. He pumps his right fist in the air with a wide, happy smile, then gestures with his open palm towards her. The woman stands with her hands down, listening to him."
S05,E08,182,i shouldn't have to leave because you're a bad manager.,Taunt,"A man in a puffy vest speaks animatedly to a woman in a blue blazer, gesturing with his hands. His expression is earnest and slightly exasperated. The woman, seen from behind, listens with her hands clasped."
S04,E12,187,i can make it spin forever.,Flaunt,"A man in a white t-shirt sits in a folding chair, holding a coffee cup. He is speaking and looking towards a woman in a floral dress sitting beside him. The woman is smiling and looking back at him, indicating an engaged and pleasant conversation between the two."
S04,E14,484,"glenn, you're not going to go to prison, okay?",Comfort,"The main speaker, a man in a light blue shirt, gestures with his hands as he speaks to two younger men in blue vests. His expression is earnest and reassuring. The two men listen attentively, their body language indicating they are receiving important information from him."
S05,E02,217,you're showing your age a little.,Taunt,"A man in a dark suit and striped tie speaks to a woman in a blue floral blouse. He gestures with his hands, palms open, as he talks. His expression is engaged and conversational, suggesting a friendly interaction."
S04,E01,42,or you guys can just use your phones for all that stuff.,Inform,"A man in a blue vest sits at a desk, speaking into a microphone. He holds a clipboard and looks directly at the camera with a serious expression. He gestures with his right hand as he talks, then rests it on the desk."
S05,E18,321,"just--come on, jonah. please do the voice.",Ask for help,"A woman in a blue blazer stands, gesturing with a clipboard as she speaks to a seated man in a vest. Her expression is insistent. The man looks up, gesturing with his hands in a pleading or explanatory manner. Another man stands in the background observing."
S05,E16,251,i'm also having a bad time.,Complain,"The man on the right, wearing a dark blue uniform, is the main speaker. He clasps his hands together in front of his chest, looking down with a concerned and slightly anxious expression. His body language suggests he is explaining something serious or difficult to the other two individuals."
S05,E06,281,are you crying blood?,Care,"A chef in a white uniform stands and speaks to a man in a brown leather jacket and fedora. The chef's expression is serious and questioning. The seated man listens intently, his face showing a mix of surprise and concern."
S05,E18,283,a little st. patrick's day humor there for you.,Joke,"A man in a blue vest, identified as Mateo, smiles broadly while clasping his hands. He is engaged in a cheerful conversation with two female coworkers. One woman, Dina, laughs heartily, her head tilted back. The interaction is warm and friendly, with all three smiling and actively listening to each other."
S04,E11,194,"well, i'd like to think i've matured over the years.",Flaunt,"The male employee, wearing a blue vest, stands with hands clasped, looking up and to his right. His expression is thoughtful and slightly hopeful as he speaks. The female employee, with her back mostly to the camera, listens while holding a clipboard. Their interaction appears calm and professional."
S05,E19,275,i haven't worked in three months. my alimony is late. my ex-wife's lawyers are getting very threatening.,Complain,"A bearded man in a blue vest speaks with a worried expression, gesturing with his right hand. He appears stressed and anxious as he talks to a bald man whose back is to the camera."
S05,E11,490,and i'm sorry about that,Apologise,"A woman in a black blazer and floral blouse speaks with a concerned expression to a man in a blue vest. Her mouth is open mid-sentence, and her eyebrows are slightly furrowed. The man, seen from the back, listens as she holds a blue folder."
S05,E09,46,collect everything on that order,Arrange,"A young woman in a blue vest stands at a checkout counter, facing a customer. Her expression is neutral and professional. Other employees in matching vests stand behind her, observing the interaction. The dynamic appears to be a routine customer service exchange within a retail environment."
S04,E16,568,that's how filipinos celebrate easter.,Introduce,"The main speaker, a man in a blue vest, holds a phone and speaks with a confident, slightly amused expression. He gestures subtly with his free hand. The older man beside him listens intently, his arms crossed and a serious expression. The woman behind them smiles faintly, observing the interaction."
S04,E17,194,so stop staring at her.,Prevent,"A man in a wheelchair, wearing a graphic t-shirt under a blazer, speaks to a man in a suit. He gestures with his right hand while looking up at the other man. His expression is serious and insistent, suggesting a direct and possibly confrontational conversation."
S06,E07,442,i have wood floors. it gets dusty.,Inform,"A woman in a blue vest gestures with open palms, her expression conveying exasperation or disbelief. She appears to be in a conversation with someone off-screen to her left, who is mostly out of frame."
S06,E08,61,"okay, i'm gonna go. bye, tony.",Leave,"Sandra, in a blue polo shirt, smiles and speaks to Tony, a young man with long hair in a vest. Tony listens with a neutral expression. Sandra then turns to another man, saying goodbye. The interaction is calm and professional, with Sandra appearing friendly and Tony remaining composed."
S05,E07,61,"okay, well, maya can't fire you",Comfort,"A man in a blue vest, identified as Glenn, smiles warmly while holding a tablet. He is engaged in a conversation with a younger man in a similar vest, who is turned towards him. A woman in a pink top stands nearby, listening to the interaction."
S05,E21,217,or we could tape a fifth of fireball,Advise,"A woman in a blue vest, identified as Cheyenne, speaks animatedly to a male coworker. She uses expressive hand gestures and maintains direct eye contact, her facial expression conveying enthusiasm and confidence as she proposes an idea."
S05,E15,120,probably gonna have to take that plant outside for sun,Advise,"A man in a wheelchair, wearing a blue vest with a cloud logo, is speaking. He is facing a seated man in a blue sweater who is smiling and listening. The seated man gestures with his right hand as he talks, indicating an engaged and positive conversation between the two."
S05,E12,131,it's kind of shaped like a triangle.,Introduce,"A female employee in a blue vest gestures with both hands, palms open, as she speaks to a male customer. Her facial expression is animated and engaged. The customer, seen from the back, listens attentively. Their interaction appears to be a focused conversation, likely about a product."
S06,E02,134,please stop. this is hurting me.,Prevent,"A man in a blue vest, identified as Mateo, sits at a desk and smiles while gesturing with his right hand. He appears to be in a pleasant conversation with a person standing before him, whose back is to the camera."
S05,E10,169,"but then people just keep asking me about it, which is making me worry about it, and...",Complain,"A woman in a black blazer, holding a blue folder, speaks with a worried expression. She gestures with her right hand, palm up, as she talks to a person in a blue shirt whose back is to the camera."
S05,E14,176,my job is keeping the bride safe.,Inform,"A woman in a blue floral dress speaks with a serious expression, gesturing with her right hand. She stands next to a man in a dark suit and grey tie, who listens with a concerned, slightly frowning expression."
S05,E18,545,you could mix grapefruit with espresso.,Advise,"A bald man with a beard, wearing a blue vest, sits and speaks animatedly. He uses expressive hand gestures, moving them outwards and then bringing them together. His facial expression is engaged and enthusiastic as he converses with the woman in the blue shirt sitting opposite him."
S06,E04,443,"thank you, marcus.",Thank,"A woman in a blue polo shirt and navy blazer stands in a warehouse, addressing someone off-screen. Her mouth is open as if speaking, and her expression is focused. She wears a name tag that reads ""Dina."""
S04,E03,56,this is the most boring secret i've ever had to live with.,Complain,"The standing man, Jonah, speaks with a slightly exasperated expression, gesturing with his left hand. The seated man, Gabbert, listens with a neutral expression, his head tilted slightly. The interaction appears to be a casual conversation between colleagues."
S04,E13,299,what do i do?,Ask for help,"A woman in a blue vest and pink cardigan stands behind a counter, looking anxious and confused. She gestures with her hands as she speaks, her expression conveying worry. Another person is partially visible beside her, but their interaction is unclear."
S05,E17,497,you haul us down here just to give us a bunch of junk?,Criticize,"A woman in a tan coat stands with a group of people under a white tent. She appears to be speaking, her mouth open and her expression engaged. The group listens, some holding blue tote bags, suggesting a community event or donation drive."
S05,E09,135,i gotta go.,Leave,"The employee, wearing a blue vest, speaks with a slightly open mouth and raised eyebrows, conveying a sense of urgency or explanation. He looks directly at the customer, who is seen from the back, indicating a direct interaction."
S05,E09,258,"no, you're gonna stand outside",Arrange,"A woman in a blue polo shirt, identified as Dina, stands behind a counter. She speaks with a stern expression, her mouth open mid-sentence. She gestures with her right hand, holding a piece of paper, while her left hand rests on the counter."
S04,E04,51,i thought you were a dirty pile of laundry.,Taunt,"A man in a baseball uniform speaks, his expression shifting from neutral to slightly pensive as he looks around. He stands among a group of people in costumes, including a man in a striped poncho and a woman in a pirate outfit. The dynamic is casual and social, with others listening or observing."
S04,E06,385,i find her extremely annoying,Complain,"The main speaker, a man in a blue vest, stands with his hands clasped, looking up and to the side with a neutral expression. He appears to be listening or thinking. The other man, seated, looks down with a serious expression, suggesting a focused or contemplative mood."
S05,E20,503,"well, i am really proud of you.",Praise,"A woman in a maroon blazer speaks to a man across the table. She looks at him with a warm, proud expression, her head tilted slightly. The man, in a blue shirt, listens intently, his gaze fixed on her. Their interaction is intimate and supportive."
S06,E03,212,"okay, listen. ultimately, it is your call",Inform,"A woman in a blue polo shirt stands with her hands on her hips, speaking to a seated man. She gestures with her hands as she talks, her expression shifting from a smile to a more serious look. The man listens, his back to the camera."
S04,E04,484,"thanks. i like yours, too.",Thank,"A woman in a green coat holds a black bird on her arm, looking at a woman in a Mario costume. She smiles and says, ""Thanks."" The Mario-costumed woman listens with a neutral expression. The interaction is brief and polite."
S05,E13,7,we are switching over electronics from supercloud to the new zephra products.,Inform,"The woman on the right is the main speaker, actively explaining a change. She uses a hand gesture for emphasis while holding a clipboard. The man beside her listens attentively, holding his own clipboard. Their interaction is professional and collaborative, focused on conveying information to an unseen audience."
S05,E17,356,'scuse me. 'scuse me. hi. jonah.,Greet,"A woman in a grey jacket speaks to a cashier, saying, ""Excuse me, excuse me."" The cashier, a woman in a green shirt, listens with a neutral expression. A man in a matching green shirt stands beside her, looking towards the customer."
S06,E09,429,but really you were only using me to get to bo!,Criticize,"A man in a white shirt and patterned tie stands holding a blue clipboard, looking down at it. He appears to be reading or reviewing something. He is surrounded by other people, including a woman in a blue vest who is looking at him. The man's expression is focused and serious as he concentrates on the clipboard."
S06,E04,423,"sandra, what is going on in there?",Care,"A man in a light blue shirt sits in the driver's seat of a car, holding a phone to his right ear. He is speaking, his mouth open and his expression serious and focused. His left hand rests on the steering wheel."
S05,E19,176,"how's your first day going, girl?",Care,"A woman in a blue polo shirt and khakis stands with two male colleagues in a store aisle. She holds a clipboard, smiles, and gives a thumbs-up. Her colleagues, also in store uniforms, stand beside her, smiling and looking towards the camera. The dynamic is positive and professional."
S05,E09,90,"um, oh, uh, mateo, this is my brother eric.",Introduce,"A woman in a maroon blazer stands between a man in a light blue coat and another man in a black quilted jacket. She gestures with her right hand while speaking, her expression animated. The man in the blue coat listens intently, while the man in the black jacket looks at her with a slight smile, indicating a friendly, conversational dynamic."
S04,E02,251,that sounds wonderful.,Praise,"A man in a white shirt and a cloud-patterned tie stands with arms crossed, smiling and nodding as he listens to a younger man in a blue vest. The younger man is speaking, looking at the older man. Their interaction is positive and engaged."
S04,E02,343,thank you so much for including me.,Thank,"A woman in a blue vest smiles warmly, gesturing with her hands as she speaks. Facing her, a woman in a pink shirt listens intently, her expression attentive and engaged. Their interaction is friendly and positive, suggesting a pleasant conversation."
S04,E06,509,i just want to apologize.,Apologise,"A woman in a blue vest stands before a seated man in an office. She begins to apologize, her body language suggesting nervousness. The man listens, his expression neutral, creating a dynamic of a subordinate addressing a superior."
S05,E21,2,carol's doing pretty well.,Praise,"The standing woman, in a blue uniform, listens with a neutral expression, her hands on her hips. The seated woman, in a teal blazer, speaks animatedly, gesturing with her right hand while holding a phone. Their interaction appears to be a professional conversation, with the seated woman doing most of the talking."
S05,E20,544,"oh, amy, there you are.",Greet,"A man in a light blue shirt and patterned tie walks into the frame from the right. He has a surprised expression, with his mouth open and eyes wide, as if he has just spotted someone."
S05,E15,114,right? yeah.,Agree,"The main speaker, Earl, holds a bowl of cereal and speaks animatedly, gesturing with his free hand. His facial expressions shift from smiling to more serious as he talks. He maintains eye contact with the person across from him, creating a dynamic of engaged conversation."
S06,E05,568,you seemed pretty beefed.,Care,"A woman in a blue vest stands with a group of colleagues in a store. She looks toward a man off-screen, her expression neutral and attentive. Her body is slightly angled towards him, suggesting she is listening or waiting for a response."
S05,E19,435,"look, we don't need an h.r. rep hanging around here auditing us",Inform,"A woman in a pink shirt and black blazer speaks with a frustrated expression, her hands clenched on the table. To her left, a bald man in a blue polo shirt listens with a stoic, unimpressed look. To her right, another woman in a blue vest listens with a neutral expression."
S05,E17,447,i'll go figure out how to not send them away empty-handed.,Leave,"The woman in the green t-shirt speaks with a concerned expression, gesturing with her right hand. The man in the suit listens intently, his expression serious and focused on her."
S05,E14,379,"okay, i'm sorry. i just--i panicked.",Apologise,"A man in a dark suit with a blue patterned tie stands and speaks, gesturing with his right hand. He appears to be apologizing. Seated to his left, another man in a wheelchair listens, looking down at a small white card in his hands."
S05,E09,379,"well, i guess i'll go get my pumpkin spice salsa by myself, like it's 1950.",Complain,"A man in a grey jacket stands at a checkout counter, speaking with a slightly exasperated expression. He gestures with his right hand as he talks to a female employee in a blue vest. Another male employee in a blue vest listens from behind the counter."
S05,E16,176,"heads up, spill in produce",Inform,"A woman in a blue blazer holds a tablet and phone, speaking with a concerned expression. She gestures with her phone while addressing two store employees. The employees, a man and a woman in blue shirts, listen attentively, their expressions neutral and professional."
S06,E02,458,"aww, that's pretty. thank you.",Thank,"A woman in a blue blazer receives a decorative bowl from a man. She initially smiles, then her expression shifts to one of confusion and concern as she examines the object."
S05,E09,470,"oh, what do you see now?",Care,"A man in a wheelchair, wearing a VR headset, holds controllers and looks intently forward. He is seated on a couch next to another man in a chair. The second man watches him with a neutral expression, creating a dynamic of one person immersed in a virtual experience while the other observes."
S06,E05,173,how about some new options in our vending machines?,Care,"A woman in a blue vest speaks, her expression serious and her hands clasped. To her right, another woman listens intently, her face showing concern. The man to the speaker's left sits with arms crossed, listening with a neutral expression."
S05,E15,337,"it's--it's kira moon, zephra's ceo.",Introduce,"A woman in a black blazer, identified as ""Skyne,"" speaks animatedly, gesturing with her right hand. She smiles and looks at the man beside her, ""Jonah."" He, wearing a blue vest, listens with a smile, his hands clasped. Their interaction is friendly and engaged."
S05,E20,416,hey.,Greet,"A woman in a maroon blazer smiles and says ""Hey"" to another woman. The second woman, seen from behind, turns to face her. Their interaction is friendly and welcoming, with the first woman's smile and open posture indicating a positive greeting."
S05,E17,264,i'm one of the smartest people in the store.,Flaunt,"A bald man with a beard, wearing a green t-shirt, sits and speaks. He holds a pen and a clipboard, gesturing with the pen as he talks. His expression is engaged and animated, suggesting he is explaining something to someone off-camera."
S06,E03,247,so be a gentleman. go with the lights out.,Advise,"A man in a wheelchair gestures with both hands while speaking to a woman across the table. He holds a small food item, appearing to explain something. The woman listens attentively, her body angled towards him. Their interaction is calm and conversational."
S04,E11,42,"oh, she probably thinks she's so great",Taunt,"A man in a blue vest speaks, looking toward a woman in a blue polo shirt. The woman listens, her expression neutral. A second woman in a vest stands between them, holding a clipboard and looking at the man. The interaction appears to be a standard work conversation."
S04,E17,444,it's now time for the father-daughter dance.,Inform,"A man in a dark suit stands at a table, holding a microphone and speaking. He has a beard and wears a patterned shirt. His expression is focused as he addresses the audience. A laptop sits on the table in front of him."
S05,E15,538,"man, i'm tired.",Complain,"The seated employee, Garrett, is the main speaker. He uses open, expressive hand gestures and maintains eye contact, conveying a persuasive or explanatory tone. His facial expression is engaged and earnest. The standing man listens intently, his posture slightly leaning forward, indicating focused attention on Garrett's words."
S06,E07,184,"it's gonna be okay, jonah.",Comfort,"A woman in a blue polo shirt stands, smiling gently with her eyes slightly closed. She appears to be speaking reassuringly. In the background, another woman sits at a table, eating and looking down."
S04,E13,480,i can't live with that kind of guilt.,Complain,"A bald man with a beard, wearing a blue vest, sits at a table and speaks animatedly. He uses expressive hand gestures and has a warm, smiling expression, indicating he is engaged in a friendly conversation with the woman across from him."
S05,E15,124,this is already too much work.,Complain,"The seated man, wearing a blue vest, speaks with a weary expression. He gestures with his right hand, palm up, as if explaining or complaining. His brow is slightly furrowed, conveying mild exasperation. He looks towards the bald man in the foreground, who is listening with his back to the camera."
S05,E19,502,can you get me a salami sandwich?,Ask for help,"A woman in a denim jacket stands at the forefront of a protest, passionately gesturing with her right hand while holding a sign. Her expression is animated and determined. Behind her, other protesters hold signs and listen, creating a dynamic of collective action and shared purpose."
S04,E03,354,"now, kelly, i want you to tell jonah what you're feeling.",Arrange,"A man in a light blue shirt and cloud-patterned tie stands, holding a clipboard. He points his right index finger forward while speaking, his expression animated. A woman in a blue polo shirt stands behind him, listening with a neutral expression."
S04,E08,205,you don't know how to wrap a gift.,Criticize,"A woman in a blue ""Clouds"" polo shirt stands with her hands on her hips, looking down and speaking. Her expression is one of disbelief or mild exasperation. A man in a matching vest is bent over, facing her, seemingly listening."
S05,E15,182,yeah.,Agree,"A man in a blue vest holds a tablet and speaks to a woman in a dark suit. He gestures with his free hand while she listens, holding a blue folder. Their interaction appears professional and focused, with the man explaining something from the tablet."
S06,E01,426,"yes, i'm so sorry.",Apologise,"A woman in a maroon blazer, identified as Kyle, stands behind a counter. She looks down at a laptop, then up with a concerned expression, gesturing with her right hand as she speaks. Her body language suggests she is explaining something to someone off-screen."
S04,E03,63,but i'm more perceptive than most.,Flaunt,"The man in the blue vest, Garrett, is the main speaker. He is animated, using open hand gestures and a wide-eyed, expressive face to emphasize his point. He appears confident and engaged in the conversation."
